participant_id,concrete_value,abstract_value,pair_difference,concrete_question_id,abstract_question_id,word_count_difference,enem_correctness_difference
PID031,3.353942178645768e-08,1.430183138714304e-07,-1.094788920849727e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID032,-3.58709170483358e-08,2.000725266922558e-07,-2.359434437405916e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID033,9.600474591370961e-08,-6.84981621199565e-08,1.645029080336661e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID034,-3.0370977350214094e-08,-6.782114968773422e-07,6.478405195271282e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID035,5.129336767979034e-07,-4.0532399198285516e-07,9.182576687807586e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID036,-3.028993575267389e-07,-6.206468439967797e-08,-2.4083467312706095e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID038,1.0737963410058298e-08,2.0798072845738017e-07,-1.9724276504732186e-07,2017_CH_69,2022_CH_71,3.0,-0.16009119723168697
PID001,-2.386323572513356e-08,7.316194238337355e-08,-9.702517810850711e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID002,-2.9710951628580108e-08,1.0598707583608674e-07,-1.3569802746466684e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID003,7.145047490299178e-09,-5.930459074776495e-07,6.001909549679486e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID004,-2.8903369447631145e-07,-1.3866326675553937e-07,-1.5037042772077208e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID005,-1.612962094071507e-07,6.37021718828823e-08,-2.24998381290033e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID007,-3.9423695697017895e-08,9.151150874388852e-08,-1.3093520444090643e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID008,2.643948320028196e-07,6.822044209955754e-07,-4.1780958899275575e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID009,-1.1617121207906189e-07,-6.664480037632872e-08,-4.952641170273317e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID010,8.212387355653687e-08,-3.014363940908668e-07,3.835602676474037e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID011,-8.010276664863651e-07,-1.550131466119946e-07,-6.460145198743705e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID012,3.313703464416923e-08,4.469187790119441e-07,-4.137817443677749e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID013,-1.0052999070787593e-07,-2.003512193431751e-08,-8.049486877355843e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID014,5.671361538191206e-07,3.406564655321656e-08,5.330705072659041e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID015,-1.936102213417511e-07,1.9335840762978805e-07,-3.8696862897153914e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID016,-4.88565277238043e-07,-5.120220394376319e-07,2.345676219958884e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID017,-4.914206863512592e-08,-1.862083489608134e-07,1.3706628032568745e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID018,-1.7251229812940752e-07,-4.4449999205431365e-08,-1.2806229892397617e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID019,-1.6765581085775173e-07,9.072204696950768e-07,-1.0748762805528286e-06,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID020,5.255046141310851e-08,1.0222102222114098e-08,4.2328359190994414e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID021,2.502353316007301e-07,-8.64916644993989e-08,3.36726996100129e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID022,-4.260402207267401e-07,-3.231386948117753e-07,-1.029015259149648e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID023,3.390778733523186e-09,-1.915355942650202e-07,1.949263729985434e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID024,-5.026972687017221e-08,-3.102777848244566e-08,-1.924194838772655e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID025,-8.492507639009804e-08,2.12719105188547e-07,-2.9764418157864504e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID026,2.137231524469636e-07,-3.683701044376788e-07,5.820932568846424e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID027,-2.1270231633284155e-07,2.2857957981154412e-08,-2.3556027431399595e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID028,-8.078361963908334e-08,3.387316190280197e-08,-1.1465678154188531e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID029,-2.1087508217710307e-07,-1.1492067639249957e-07,-9.59544057846035e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID030,1.679493704305733e-07,1.5538225458762967e-07,1.2567115842943634e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID031,3.9150397969704726e-08,-1.085173129337319e-08,5.0002129263077916e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID032,-6.212963432417875e-07,-1.1590487232481133e-07,-5.053914709169762e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID033,3.4789561695086736e-08,4.1074602731770035e-08,-6.285041036683299e-09,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID034,-4.663726325744212e-08,3.958015972571853e-07,-4.4243886051462744e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID035,-3.4535206704025824e-08,1.3622220022183232e-08,-4.8157426726209053e-08,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID036,-3.823783625800714e-07,1.3432502198967465e-07,-5.167033845697461e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID038,-2.6292698558265563e-09,2.2928968601847899e-07,-2.3191895587430555e-07,2017_CH_75,2019_CH_56,37.0,-0.19613696321052318
PID001,-2.386323572513356e-08,-1.2393192223121171e-08,-1.1470043502012388e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID002,-2.9710951628580108e-08,-2.243398458365667e-07,1.9462889420798659e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID003,7.145047490299178e-09,-5.314174060736647e-08,6.028678809766564e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID004,-2.8903369447631145e-07,-1.7117662700265605e-07,-1.178570674736554e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID005,-1.612962094071507e-07,-4.3848689620214836e-08,-1.1744751978693586e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID007,-3.9423695697017895e-08,-1.43162389804268e-07,1.0373869410725011e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID008,2.643948320028196e-07,-1.2505992273198606e-06,1.5149940593226802e-06,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID009,-1.1617121207906189e-07,-5.306161064358217e-07,4.144448943567598e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID010,8.212387355653687e-08,-3.161134740431816e-07,3.982373475997185e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID011,-8.010276664863651e-07,1.5111167548710678e-07,-9.521393419734718e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID012,3.313703464416923e-08,3.3127076382510537e-07,-2.9813372918093615e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID013,-1.0052999070787593e-07,-1.2471470819131834e-07,2.4184717483442407e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID014,5.671361538191206e-07,-2.4157991487313615e-07,8.087160686922568e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID015,-1.936102213417511e-07,-1.251885626160419e-07,-6.84216587257092e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID016,-4.88565277238043e-07,-4.83665546445472e-07,-4.899730792571082e-09,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID017,-4.914206863512592e-08,-1.0848473875442245e-07,5.934267011929653e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID018,-1.7251229812940752e-07,-1.2049183441134426e-07,-5.202046371806326e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID019,-1.6765581085775173e-07,-8.30765117819993e-07,6.631093069622413e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID020,5.255046141310851e-08,-1.7093736587315313e-07,2.2348782728626164e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID021,2.502353316007301e-07,8.020502996786952e-09,2.4221482860394316e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID022,-4.260402207267401e-07,-2.956211394765061e-07,-1.30419081250234e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID023,3.390778733523186e-09,-9.643174688744545e-08,9.982252562096863e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID024,-5.026972687017221e-08,2.9583647097710585e-07,-3.4610619784727805e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID025,-8.492507639009804e-08,1.577336874285663e-07,-2.426587638186644e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID026,2.137231524469636e-07,-2.0560959466160222e-09,2.1577924839357962e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID027,-2.1270231633284155e-07,-2.828371313766564e-07,7.013481504381487e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID028,-8.078361963908334e-08,3.4893750830708265e-07,-4.29721127946166e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID029,-2.1087508217710307e-07,7.286120805558163e-08,-2.837362902326847e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID030,1.679493704305733e-07,-3.345479354625885e-07,5.024973058931618e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID031,3.9150397969704726e-08,-2.468391978848108e-07,2.859895958545155e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID032,-6.212963432417875e-07,-4.516807976544355e-07,-1.6961554558735201e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID033,3.4789561695086736e-08,-9.883127445154229e-08,1.3362083614662902e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID034,-4.663726325744212e-08,7.300626255445879e-08,-1.196435258119009e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID035,-3.4535206704025824e-08,-1.5814272400838268e-07,1.2360751730435686e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID036,-3.823783625800714e-07,-3.269321357547719e-07,-5.5446226825299516e-08,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID038,-2.6292698558265563e-09,-2.5114571631435605e-07,2.485164464585295e-07,2017_CH_75,2019_CH_64,2.0,-0.4077709922342565
PID001,-2.386323572513356e-08,6.172946619531564e-08,-8.55927019204492e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID002,-2.9710951628580108e-08,-2.044626379131118e-07,1.7475168628453168e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID003,7.145047490299178e-09,1.3466642358138798e-07,-1.275213760910888e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID004,-2.8903369447631145e-07,2.3306621814365814e-07,-5.220999126199696e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID005,-1.612962094071507e-07,1.3167022283510288e-07,-2.929664322422536e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID007,-3.9423695697017895e-08,-1.47366337220883e-07,1.0794264152386511e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID008,2.643948320028196e-07,1.5958397116161697e-07,1.0481086084120265e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID009,-1.1617121207906189e-07,3.318070675140296e-07,-4.479782795930915e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID010,8.212387355653687e-08,-3.1759911324510216e-07,3.9972298680163904e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID011,-8.010276664863651e-07,-5.54218749621143e-07,-2.468089168652221e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID012,3.313703464416923e-08,-2.79563205992309e-07,3.1270024063647825e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID013,-1.0052999070787593e-07,-9.01027629603041e-08,-1.0427227747571831e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID014,5.671361538191206e-07,-1.624765046109238e-07,7.296126584300444e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID015,-1.936102213417511e-07,-1.4130805632644721e-07,-5.230216501530388e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID016,-4.88565277238043e-07,6.325060382418498e-08,-5.51815881062228e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID017,-4.914206863512592e-08,-4.802909485953505e-07,4.311488799602246e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID018,-1.7251229812940752e-07,-1.487012883053335e-07,-2.381100982407402e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID019,-1.6765581085775173e-07,-1.0728690129323701e-07,-6.036890956451472e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID020,5.255046141310851e-08,-1.2280074957305776e-07,1.7535121098616628e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID021,2.502353316007301e-07,-7.854930623300698e-08,3.2878463783373707e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID022,-4.260402207267401e-07,-1.9571034397858005e-07,-2.3032987674816006e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID023,3.390778733523186e-09,-8.391906109467653e-08,8.730983982819972e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID024,-5.026972687017221e-08,-1.3740398169590098e-07,8.713425482572876e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID025,-8.492507639009804e-08,-2.2411107613121101e-07,1.3918599974111297e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID026,2.137231524469636e-07,-2.1247423362981317e-07,4.2619738607677675e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID027,-2.1270231633284155e-07,1.2738908404555408e-07,-3.4009140037839563e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID028,-8.078361963908334e-08,6.6896260065552e-07,-7.497462202946033e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID029,-2.1087508217710307e-07,-2.118252423976529e-07,9.5016022054982e-10,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID030,1.679493704305733e-07,8.313799283977473e-08,8.481137759079857e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID031,3.9150397969704726e-08,-6.452235136791829e-08,1.0367274933762301e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID032,-6.212963432417875e-07,-2.98888995894649e-07,-3.224073473471385e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID033,3.4789561695086736e-08,-2.535238228428906e-07,2.883133845379773e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID034,-4.663726325744212e-08,8.109993085990781e-08,-1.2773719411734995e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID035,-3.4535206704025824e-08,1.08268807645172e-06,-1.117223283155746e-06,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID036,-3.823783625800714e-07,-8.458636794743128e-08,-2.977919946326401e-07,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID038,-2.6292698558265563e-09,2.4617412579244335e-08,-2.724668243507089e-08,2017_CH_75,2019_CH_65,21.0,-0.14682830874016292
PID001,-2.386323572513356e-08,-2.8115402228972533e-08,4.252166503838974e-09,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID002,-2.9710951628580108e-08,4.171970876258812e-09,-3.388292250483892e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID003,7.145047490299178e-09,-2.12913322221816e-08,2.843637971248078e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID004,-2.8903369447631145e-07,2.090858986009474e-07,-4.981195930772589e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID005,-1.612962094071507e-07,-1.4395919886119212e-08,-1.4690028952103147e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID007,-3.9423695697017895e-08,-2.2053166082590934e-07,1.8110796512889146e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID008,2.643948320028196e-07,-4.217464482980115e-07,6.861412803008311e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID009,-1.1617121207906189e-07,3.570103634252415e-08,-1.5187224842158603e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID010,8.212387355653687e-08,-8.30289390161268e-08,1.6515281257266368e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID011,-8.010276664863651e-07,-2.0333915270030854e-07,-5.976885137860565e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID012,3.313703464416923e-08,1.6091155712287114e-07,-1.2777452247870192e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID013,-1.0052999070787593e-07,-1.196642127380835e-07,1.9134222030207566e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID014,5.671361538191206e-07,-2.9568460486162466e-08,5.96704614305283e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID015,-1.936102213417511e-07,-5.7315065490546384e-08,-1.3629515585120471e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID016,-4.88565277238043e-07,2.509614593854943e-07,-7.395267366235373e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID017,-4.914206863512592e-08,-2.91762094440337e-07,2.426200258052111e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID018,-1.7251229812940752e-07,1.5321912729098237e-07,-3.257314254203899e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID019,-1.6765581085775173e-07,-6.49875601542584e-08,-1.0266825070349332e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID020,5.255046141310851e-08,-1.901603036312331e-09,5.445206444942084e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID021,2.502353316007301e-07,5.152080715656436e-08,1.9871452444416574e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID022,-4.260402207267401e-07,-3.313705533021809e-07,-9.466966742455922e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID023,3.390778733523186e-09,-1.1648692105535677e-07,1.1987769978887996e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID024,-5.026972687017221e-08,2.5207187831883944e-07,-3.0234160518901164e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID025,-8.492507639009804e-08,3.85425526899442e-07,-4.7035060328954004e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID026,2.137231524469636e-07,-5.069322237075201e-08,2.644163748177156e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID027,-2.1270231633284155e-07,-4.594167829377202e-08,-1.6676063803906953e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID028,-8.078361963908334e-08,1.3322921114139453e-07,-2.1401283078047785e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID029,-2.1087508217710307e-07,-2.731873645636718e-07,6.231228238656871e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID030,1.679493704305733e-07,-1.4156674054984042e-07,3.095161109804137e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID031,3.9150397969704726e-08,2.717892419554766e-07,-2.3263884398577187e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID032,-6.212963432417875e-07,-4.183726086872722e-07,-2.0292373455451532e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID033,3.4789561695086736e-08,-2.405330181835852e-07,2.7532257987867195e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID034,-4.663726325744212e-08,-9.016000011456365e-09,-3.762126324598576e-08,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID035,-3.4535206704025824e-08,-3.682030292070847e-07,3.3366782250305883e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID036,-3.823783625800714e-07,6.503813503240408e-08,-4.474164976124755e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID038,-2.6292698558265563e-09,2.617025297581932e-07,-2.6433179961401974e-07,2017_CH_75,2020_CH_76,31.0,-0.11924353573363952
PID001,-2.386323572513356e-08,4.1121852997990426e-08,-6.498508872312399e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID002,-2.9710951628580108e-08,-3.5719809224172306e-08,6.008857595592198e-09,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID003,7.145047490299178e-09,-6.948642408793366e-08,7.663147157823283e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID004,-2.8903369447631145e-07,3.4591485916093894e-08,-3.2362518039240536e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID005,-1.612962094071507e-07,-2.045301612715916e-07,4.323395186444091e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID007,-3.9423695697017895e-08,-4.2630014375696246e-08,3.2063186786783507e-09,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID008,2.643948320028196e-07,-7.594368411520491e-07,1.0238316731548688e-06,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID010,8.212387355653687e-08,4.3344232175046404e-07,-3.5131844819392717e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID011,-8.010276664863651e-07,5.678176519656225e-08,-8.578094316829273e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID012,3.313703464416923e-08,1.5245671708609034e-07,-1.1931968244192112e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID013,-1.0052999070787593e-07,-8.643018242273658e-09,-9.188697246560227e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID014,5.671361538191206e-07,1.1566958935575529e-07,4.514665644633653e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID015,-1.936102213417511e-07,-1.0041804277728209e-06,8.105702064310698e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID016,-4.88565277238043e-07,-2.521343899353119e-07,-2.3643088730273116e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID017,-4.914206863512592e-08,-4.10266682804565e-07,3.611246141694391e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID018,-1.7251229812940752e-07,4.906005419116016e-08,-2.2157235232056767e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID019,-1.6765581085775173e-07,-3.0656962163623045e-07,1.3891381077847873e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID020,5.255046141310851e-08,2.29361859801563e-07,-1.768113983884545e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID021,2.502353316007301e-07,2.1787056750277694e-07,3.236476409795317e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID022,-4.260402207267401e-07,-2.1428639967288653e-07,-2.1175382105385358e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID023,3.390778733523186e-09,-5.674667410515698e-08,6.013745283868016e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID024,-5.026972687017221e-08,1.557173892868472e-07,-2.0598711615701942e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID025,-8.492507639009804e-08,-5.439173253458468e-08,-3.053334385551337e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID026,2.137231524469636e-07,1.318066542790893e-07,8.191649816787429e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID027,-2.1270231633284155e-07,4.305895429635308e-07,-6.432918592963723e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID028,-8.078361963908334e-08,-1.7236198618924605e-07,9.157836655016271e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID029,-2.1087508217710307e-07,-9.62147254991431e-08,-1.1466035667795997e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID030,1.679493704305733e-07,3.9199561060039074e-07,-2.2404624016981744e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID031,3.9150397969704726e-08,8.570799200790227e-08,-4.655759403819755e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID032,-6.212963432417875e-07,3.360005825025666e-07,-9.572969257443542e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID033,3.4789561695086736e-08,-2.3962967658522335e-07,2.744192382803101e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID034,-4.663726325744212e-08,2.6201019446180534e-07,-3.086474577192475e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID035,-3.4535206704025824e-08,-2.336870906783153e-07,1.9915188397428946e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID036,-3.823783625800714e-07,-1.1679161707877265e-07,-2.6558674550129875e-07,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID038,-2.6292698558265563e-09,8.528064446423873e-08,-8.790991432006529e-08,2017_CH_75,2020_CH_77,30.0,-0.09642140251361822
PID001,-2.386323572513356e-08,-1.3754825263337182e-07,1.1368501690823826e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID002,-2.9710951628580108e-08,-1.939489015524172e-09,-2.7771462613055937e-08,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID003,7.145047490299178e-09,2.2228173573498547e-07,-2.1513668824468628e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID004,-2.8903369447631145e-07,-1.700534078861202e-07,-1.1898028659019125e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID005,-1.612962094071507e-07,-3.808919880889236e-07,2.1959577868177292e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID007,-3.9423695697017895e-08,-3.1567314383219615e-07,2.7624944813517826e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID008,2.643948320028196e-07,2.2086065434267295e-07,4.353417766014667e-08,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID009,-1.1617121207906189e-07,6.6711109699199224e-09,-1.2284232304898181e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID010,8.212387355653687e-08,1.970283965779349e-08,6.242103389874338e-08,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID011,-8.010276664863651e-07,-2.2910759933317127e-07,-5.719200671531938e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID012,3.313703464416923e-08,1.7808227619037827e-07,-1.4494524154620904e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
PID013,-1.0052999070787593e-07,6.292318472158707e-08,-1.63453175429463e-07,2017_CH_75,2020_LC_31,-18.0,-0.25142235180345895
